Outcome,Message,Identity,Delay,Symbol,StartDate,StartTime,EndDate,EndTime,Open,High,Low,Close,Average,Volume
Success,,,0,XAUUSD,12/01/2015,5:10:00 PM,12/01/2015,5:15:00 PM,1066.35,1066.73,1065.6,1065.95,1066.214,45
Success,,,0,XAUUSD,12/01/2015,5:15:00 PM,12/01/2015,5:20:00 PM,1066.05,1066.73,1065.68,1066.55,1066.338,36
Success,,,0,XAUUSD,12/01/2015,5:20:00 PM,12/01/2015,5:25:00 PM,1066.55,1066.83,1066,1066,1066.514,28
Success,,,0,XAUUSD,12/01/2015,5:25:00 PM,12/01/2015,5:30:00 PM,1066.43,1066.56,1065.03,1066.2,1065.859,46
Success,,,0,XAUUSD,12/01/2015,5:30:00 PM,12/01/2015,5:35:00 PM,1066.38,1066.53,1065.64,1066.1,1066.211,36
Success,,,0,XAUUSD,12/01/2015,5:35:00 PM,12/01/2015,5:40:00 PM,1066.33,1066.33,1065.62,1066.18,1066.061,35
Success,,,0,XAUUSD,12/01/2015,5:40:00 PM,12/01/2015,5:45:00 PM,1066.53,1066.53,1065.68,1066.15,1066.148,34
Success,,,0,XAUUSD,12/01/2015,5:45:00 PM,12/01/2015,5:50:00 PM,1066.23,1066.73,1065.6,1066.45,1066.255,34
Success,,,0,XAUUSD,12/01/2015,5:50:00 PM,12/01/2015,5:55:00 PM,1066.5,1066.53,1065.6,1065.9,1066.181,36
Success,,,0,XAUUSD,12/01/2015,5:55:00 PM,12/01/2015,6:00:00 PM,1065.9,1066.23,1065.38,1065.8,1065.87,31
Success,,,0,XAUUSD,12/01/2015,6:00:00 PM,12/01/2015,6:05:00 PM,1065.8,1065.8,1064.78,1065.35,1065.507,39
Success,,,0,XAUUSD,12/01/2015,6:05:00 PM,12/01/2015,6:10:00 PM,1065.5,1066.03,1065.17,1065.55,1065.641,36
Success,,,0,XAUUSD,12/01/2015,6:10:00 PM,12/01/2015,6:15:00 PM,1065.68,1065.73,1064.71,1065.55,1065.263,38
Success,,,0,XAUUSD,12/01/2015,6:15:00 PM,12/01/2015,6:20:00 PM,1065.68,1065.73,1064.89,1065.3,1065.447,34
Success,,,0,XAUUSD,12/01/2015,6:20:00 PM,12/01/2015,6:25:00 PM,1065.38,1065.73,1064.58,1065.25,1065.369,43
Success,,,0,XAUUSD,12/01/2015,6:25:00 PM,12/01/2015,6:30:00 PM,1065.1,1065.38,1064.56,1065.35,1065.045,41
Success,,,0,XAUUSD,12/01/2015,6:30:00 PM,12/01/2015,6:35:00 PM,1065.28,1065.83,1065,1065.65,1065.516,36
Success,,,0,XAUUSD,12/01/2015,6:35:00 PM,12/01/2015,6:40:00 PM,1065.63,1066.23,1065.32,1066.1,1065.875,36
Success,,,0,XAUUSD,12/01/2015,6:40:00 PM,12/01/2015,6:45:00 PM,1066.1,1066.93,1065.83,1066.75,1066.498,37
Success,,,0,XAUUSD,12/01/2015,6:45:00 PM,12/01/2015,6:50:00 PM,1066.88,1067.73,1066.42,1067.45,1067.152,34
Success,,,0,XAUUSD,12/01/2015,6:50:00 PM,12/01/2015,6:55:00 PM,1067.63,1067.83,1066.94,1067.3,1067.509,36
Success,,,0,XAUUSD,12/01/2015,6:55:00 PM,12/01/2015,7:00:00 PM,1067.48,1068.43,1067.1,1068.15,1067.909,43
Success,,,0,XAUUSD,12/01/2015,7:00:00 PM,12/01/2015,7:05:00 PM,1068.15,1068.63,1067.38,1068.38,1068.058,41
Success,,,0,XAUUSD,12/01/2015,7:05:00 PM,12/01/2015,7:10:00 PM,1068.45,1068.73,1067.67,1068.55,1068.291,39
Success,,,0,XAUUSD,12/01/2015,7:10:00 PM,12/01/2015,7:15:00 PM,1068.63,1068.73,1067.88,1068.44,1068.395,34
Success,,,0,XAUUSD,12/01/2015,7:15:00 PM,12/01/2015,7:20:00 PM,1068.5,1068.93,1067.98,1068.5,1068.555,34
Success,,,0,XAUUSD,12/01/2015,7:20:00 PM,12/01/2015,7:25:00 PM,1068.73,1069.23,1067.98,1068.98,1068.515,40
Success,,,0,XAUUSD,12/01/2015,7:25:00 PM,12/01/2015,7:30:00 PM,1068.83,1069.33,1068.33,1069.05,1068.995,34
Success,,,0,XAUUSD,12/01/2015,7:30:00 PM,12/01/2015,7:35:00 PM,1069.23,1069.23,1068.65,1069.02,1069.005,33
Success,,,0,XAUUSD,12/01/2015,7:35:00 PM,12/01/2015,7:40:00 PM,1068.85,1069.13,1068.54,1068.92,1068.907,28
Success,,,0,XAUUSD,12/01/2015,7:40:00 PM,12/01/2015,7:45:00 PM,1069.08,1069.23,1068.62,1068.99,1068.985,31
Success,,,0,XAUUSD,12/01/2015,7:45:00 PM,12/01/2015,7:50:00 PM,1069,1069.33,1068.7,1069.11,1069.096,31
Success,,,0,XAUUSD,12/01/2015,7:50:00 PM,12/01/2015,7:55:00 PM,1069.15,1069.23,1068.64,1069.04,1069.054,30
Success,,,0,XAUUSD,12/01/2015,7:55:00 PM,12/01/2015,8:00:00 PM,1069.1,1069.43,1068.76,1069.3,1069.167,23
Success,,,0,XAUUSD,12/01/2015,8:00:00 PM,12/01/2015,8:05:00 PM,1069.35,1069.93,1069.12,1069.85,1069.606,28
Success,,,0,XAUUSD,12/01/2015,8:05:00 PM,12/01/2015,8:10:00 PM,1070.03,1070.03,1069.18,1069.55,1069.641,29
Success,,,0,XAUUSD,12/01/2015,8:10:00 PM,12/01/2015,8:15:00 PM,1069.45,1069.73,1069.12,1069.55,1069.535,29
Success,,,0,XAUUSD,12/01/2015,8:15:00 PM,12/01/2015,8:20:00 PM,1069.73,1070.03,1069.23,1069.75,1069.729,33
Success,,,0,XAUUSD,12/01/2015,8:20:00 PM,12/01/2015,8:25:00 PM,1069.75,1069.83,1069.27,1069.65,1069.584,20
Success,,,0,XAUUSD,12/01/2015,8:25:00 PM,12/01/2015,8:30:00 PM,1069.5,1069.83,1069.16,1069.72,1069.578,24
Success,,,0,XAUUSD,12/01/2015,8:30:00 PM,12/01/2015,8:35:00 PM,1069.72,1069.73,1069.2,1069.57,1069.574,21
Success,,,0,XAUUSD,12/01/2015,8:35:00 PM,12/01/2015,8:40:00 PM,1069.5,1069.68,1068.97,1069.3,1069.407,20
Success,,,0,XAUUSD,12/01/2015,8:40:00 PM,12/01/2015,8:45:00 PM,1069.48,1069.93,1069.01,1069.74,1069.575,26
Success,,,0,XAUUSD,12/01/2015,8:45:00 PM,12/01/2015,8:50:00 PM,1069.85,1070.13,1069.4,1069.62,1069.817,31
Success,,,0,XAUUSD,12/01/2015,8:50:00 PM,12/01/2015,8:55:00 PM,1069.97,1070.53,1069.74,1070.3,1070.128,25
Success,,,0,XAUUSD,12/01/2015,8:55:00 PM,12/01/2015,9:00:00 PM,1069.92,1070.63,1069.61,1069.8,1070.126,31
Success,,,0,XAUUSD,12/01/2015,9:00:00 PM,12/01/2015,9:05:00 PM,1069.48,1070.05,1069.4,1070.04,1069.815,20
Success,,,0,XAUUSD,12/01/2015,9:05:00 PM,12/01/2015,9:10:00 PM,1069.64,1070.05,1069.51,1069.95,1069.85,19
Success,,,0,XAUUSD,12/01/2015,9:10:00 PM,12/01/2015,9:15:00 PM,1070.03,1070.03,1069.51,1069.9,1069.804,16
Success,,,0,XAUUSD,12/01/2015,9:15:00 PM,12/01/2015,9:20:00 PM,1069.59,1070.1,1069.37,1070.1,1069.703,20
Success,,,0,XAUUSD,12/01/2015,9:20:00 PM,12/01/2015,9:25:00 PM,1069.66,1070.02,1069.41,1069.77,1069.733,16
Success,,,0,XAUUSD,12/01/2015,9:25:00 PM,12/01/2015,9:30:00 PM,1069.58,1070.3,1069.58,1070.26,1070.092,15
Success,,,0,XAUUSD,12/01/2015,9:30:00 PM,12/01/2015,9:35:00 PM,1069.88,1070.27,1069.53,1069.8,1069.966,16
Success,,,0,XAUUSD,12/01/2015,9:35:00 PM,12/01/2015,9:40:00 PM,1069.42,1070.2,1069.36,1070.2,1069.747,20
Success,,,0,XAUUSD,12/01/2015,9:40:00 PM,12/01/2015,9:45:00 PM,1069.81,1070.2,1069.81,1069.85,1070.098,8
Success,,,0,XAUUSD,12/01/2015,9:45:00 PM,12/01/2015,9:50:00 PM,1070.2,1070.3,1069.8,1070.25,1070.14,13
Success,,,0,XAUUSD,12/01/2015,9:50:00 PM,12/01/2015,9:55:00 PM,1069.9,1070.3,1069.85,1070.25,1070.117,12
Success,,,0,XAUUSD,12/01/2015,9:55:00 PM,12/01/2015,10:00:00 PM,1069.9,1070.43,1069.9,1070.43,1070.238,11
Success,,,0,XAUUSD,12/01/2015,11:05:00 PM,12/01/2015,11:10:00 PM,1069.75,1069.8,1069.27,1069.7,1069.627,14
Success,,,0,XAUUSD,12/01/2015,11:10:00 PM,12/01/2015,11:15:00 PM,1069.37,1070.1,1069.37,1070,1069.836,16
Success,,,0,XAUUSD,12/01/2015,11:15:00 PM,12/01/2015,11:20:00 PM,1069.67,1070.5,1069.57,1070.5,1070.027,46
Success,,,0,XAUUSD,12/01/2015,11:20:00 PM,12/01/2015,11:25:00 PM,1070.16,1070.51,1070.06,1070.3,1070.346,25
Success,,,0,XAUUSD,12/01/2015,11:25:00 PM,12/01/2015,11:30:00 PM,1070.35,1070.45,1069.98,1070.35,1070.282,15
Success,,,0,XAUUSD,12/01/2015,11:30:00 PM,12/01/2015,11:35:00 PM,1070.2,1070.42,1069.96,1070.25,1070.244,24
Success,,,0,XAUUSD,12/01/2015,11:35:00 PM,12/01/2015,11:40:00 PM,1070.3,1070.6,1069.98,1070.55,1070.359,26
Success,,,0,XAUUSD,12/01/2015,11:40:00 PM,12/01/2015,11:45:00 PM,1070.7,1072.3,1070.28,1070.9,1071.333,76
Success,,,0,XAUUSD,12/01/2015,11:45:00 PM,12/01/2015,11:50:00 PM,1070.85,1070.95,1070.42,1070.95,1070.741,30
Success,,,0,XAUUSD,12/01/2015,11:50:00 PM,12/01/2015,11:55:00 PM,1071,1071.3,1070.66,1070.9,1071.003,39
Success,,,0,XAUUSD,12/01/2015,11:55:00 PM,12/02/2015,12:00:00 AM,1070.9,1071,1070.45,1070.8,1070.777,24
